Pf_geneID	Po_geneID
PF3D7_0812220	PocGH01_14035400
PF3D7_0812300	PocGH01_14035200
PF3D7_0812400	PocGH01_14035100
PF3D7_0812500	PocGH01_14035000
PF3D7_0812600	PocGH01_08029200
PF3D7_0812700	PocGH01_14034800
PF3D7_0812800	PocGH01_14034700
PF3D7_0812900	PocGH01_14034600
PF3D7_0813000	PocGH01_14034500
PF3D7_0813100	PocGH01_14034400
PF3D7_0813200	PocGH01_14034300
PF3D7_0813300	PocGH01_14034200
PF3D7_0813500	PocGH01_14034000
PF3D7_0813600	PocGH01_14033900
PF3D7_0813700	PocGH01_14033800
PF3D7_0813800	PocGH01_14033700
PF3D7_0813900	PocGH01_14033600
PF3D7_0814000	PocGH01_14033500
PF3D7_0814100	PocGH01_14033400
PF3D7_0814200	PocGH01_14033300
PF3D7_0814300	PocGH01_14033200
PF3D7_0814400	PocGH01_14033100
PF3D7_0814500	PocGH01_14033000
PF3D7_0814600	PocGH01_14032900
PF3D7_0814900	PocGH01_14032700
PF3D7_0815000	PocGH01_14032600
PF3D7_0815100	PocGH01_14032500
PF3D7_0815200	PocGH01_14032400
PF3D7_0815300	PocGH01_14032300
PF3D7_0815400	PocGH01_05025500
PF3D7_0815500	PocGH01_05025400
PF3D7_0815600	PocGH01_05025300
PF3D7_0815700	PocGH01_05025200
PF3D7_0815800	PocGH01_05025100
PF3D7_0816000	PocGH01_05024900
PF3D7_0816100	PocGH01_05024800
PF3D7_0816200	PocGH01_05024700
PF3D7_0816300	PocGH01_05024600
PF3D7_0816400	PocGH01_05024500
PF3D7_0816500	PocGH01_05024400
PF3D7_0816700	PocGH01_05024200
PF3D7_0816800	PocGH01_05024100
PF3D7_0816900	PocGH01_05024000
PF3D7_0817000	PocGH01_05023900
PF3D7_0817100	PocGH01_05023800
PF3D7_0817400	PocGH01_05023500
PF3D7_0817500	PocGH01_05023400
PF3D7_0817600	PocGH01_05023300
PF3D7_0817700	PocGH01_05023200
PF3D7_0817800	PocGH01_05023100
PF3D7_0817900	PocGH01_05023000
PF3D7_0818000	PocGH01_05022900
PF3D7_0818100	PocGH01_05022800
PF3D7_0818200	PocGH01_05022700
PF3D7_0818300	PocGH01_05022600
PF3D7_0818400	PocGH01_05022500
PF3D7_0818500	PocGH01_05022400
PF3D7_0818600	PocGH01_05022300
PF3D7_0818700	PocGH01_05022200
PF3D7_0819100	PocGH01_05021700
PF3D7_0819200	PocGH01_05021600
PF3D7_0819300	PocGH01_05021500
PF3D7_0819400	PocGH01_05021400
PF3D7_0819500	PocGH01_05021300
PF3D7_0819600	PocGH01_05021200
PF3D7_0819700	PocGH01_05021100
PF3D7_0819900	PocGH01_05020900
PF3D7_0820000	PocGH01_05020800
PF3D7_0820100	PocGH01_05020700
PF3D7_0820200	PocGH01_05020600
PF3D7_0820400	PocGH01_05020400
PF3D7_0820500	PocGH01_05020300
PF3D7_0820600	PocGH01_05020200
PF3D7_0820700	PocGH01_05020100
PF3D7_0820800	PocGH01_05020000
PF3D7_0820900	PocGH01_05019900
PF3D7_0821200	PocGH01_05019700
PF3D7_0821300	PocGH01_05019600
PF3D7_0821400	PocGH01_05019500
PF3D7_0821500	PocGH01_05019400
PF3D7_0821600	PocGH01_05019300
PF3D7_0821700	PocGH01_05019200
PF3D7_0821800	PocGH01_05019100
PF3D7_0821900	PocGH01_05019000
PF3D7_0822000	PocGH01_05018900
PF3D7_0822100	PocGH01_05018800
PF3D7_0822300	PocGH01_05018500
PF3D7_0822400	PocGH01_05018400
PF3D7_0822500	PocGH01_05018300
PF3D7_0822600	PocGH01_05018200
PF3D7_0822700	PocGH01_05018100
PF3D7_0822800	PocGH01_05018000
PF3D7_0822900	PocGH01_02015500
PF3D7_0823000	PocGH01_05017800
PF3D7_0823100	PocGH01_05017700
PF3D7_0823200	PocGH01_06015100
PF3D7_0823300	PocGH01_05017500
PF3D7_0823400	PocGH01_05017400
PF3D7_0823500	PocGH01_05017300
PF3D7_0823600	PocGH01_05017200
PF3D7_0823700	PocGH01_05017100
PF3D7_0823800	PocGH01_05017000
PF3D7_0823900	PocGH01_05016900
PF3D7_0824000	PocGH01_05016800
PF3D7_0824100	PocGH01_00239000
PF3D7_0824200	PocGH01_05016700
PF3D7_0824300	PocGH01_05016600
PF3D7_0824400	PocGH01_05016500
PF3D7_0824500	PocGH01_05016400
PF3D7_0824600	PocGH01_05016300
PF3D7_0824700	PocGH01_05016200
PF3D7_0824900	PocGH01_05016000
PF3D7_0825100	PocGH01_05015800
PF3D7_0825200	PocGH01_05015700
PF3D7_0825300	PocGH01_05015600
PF3D7_0825400	PocGH01_05015500
PF3D7_0825500	PocGH01_05015400
PF3D7_0825600	PocGH01_05015300
PF3D7_0825700	PocGH01_05015200
PF3D7_0825800	PocGH01_05015100
PF3D7_0826000	PocGH01_05014900
PF3D7_0826100	PocGH01_05014800
PF3D7_0826200	PocGH01_05014700
PF3D7_0826300	PocGH01_05014600
PF3D7_0826400	PocGH01_05014500
PF3D7_0826500	PocGH01_05014400
PF3D7_0826600	PocGH01_05014300
PF3D7_0826700	PocGH01_05014200
PF3D7_0826900	PocGH01_05014000
PF3D7_0827000	PocGH01_05013900
PF3D7_0827100	PocGH01_10025000
PF3D7_0827400	PocGH01_05013500
PF3D7_0827500	PocGH01_13037800
PF3D7_0827700	PocGH01_05013200
PF3D7_0827800	PocGH01_09018700
PF3D7_0827900	PocGH01_05013000
PF3D7_0828000	PocGH01_05012900
PF3D7_0828100	PocGH01_05012800
PF3D7_0828200	PocGH01_05012700
PF3D7_0828300	PocGH01_05012600
PF3D7_0828400	PocGH01_05012500
PF3D7_0828500	PocGH01_05012400
PF3D7_0828700	PocGH01_05012200
PF3D7_0828900	PocGH01_05012000
PF3D7_0829100	PocGH01_05011800
PF3D7_0829200	PocGH01_05011700
PF3D7_0829300	PocGH01_05011600
PF3D7_0829400	PocGH01_05011500
PF3D7_0829600	PocGH01_05011300
PF3D7_0830400	PocGH01_00122500
PF3D7_0830500	PocGH01_00151900
PF3D7_0830800	PocGH01_00133100
PF3D7_0831100	PocGH01_00125600
PF3D7_0831600	PocGH01_00081300
PF3D7_0831700	PocGH01_07025300
PF3D7_0902800	PocGH01_04022300
PF3D7_0902900	PocGH01_07010300
PF3D7_0903000	PocGH01_07010400
PF3D7_0903100	PocGH01_07010500
PF3D7_0903200	PocGH01_07010600
PF3D7_0903400	PocGH01_07010800
PF3D7_0903500	PocGH01_07010900
PF3D7_0903600	PocGH01_07011000
PF3D7_0903700	PocGH01_05032600
PF3D7_0903800	PocGH01_07011200
PF3D7_0903900	PocGH01_07011300
PF3D7_0904000	PocGH01_07011400
PF3D7_0904100	PocGH01_07011500
PF3D7_0904200	PocGH01_07011600
PF3D7_0904300	PocGH01_07011700
PF3D7_0904400	PocGH01_07011800
PF3D7_0904500	PocGH01_07011900
PF3D7_0904600	PocGH01_13045100
PF3D7_0904700	PocGH01_07012100
PF3D7_0904800	PocGH01_07012200
PF3D7_0904900	PocGH01_07012300
PF3D7_0905000	PocGH01_07012400
PF3D7_0905100	PocGH01_07012500
PF3D7_0905200	PocGH01_07012600
PF3D7_0905300	PocGH01_00236700
PF3D7_0905400	PocGH01_07012800
PF3D7_0905500	PocGH01_07012900
PF3D7_0905600	PocGH01_07013000
PF3D7_0905700	PocGH01_07013100
PF3D7_0905900	PocGH01_07013300
PF3D7_0906000	PocGH01_07013500
PF3D7_0906100	PocGH01_07013600
PF3D7_0906200	PocGH01_07013700
PF3D7_0906300	PocGH01_07013800
PF3D7_0906400	PocGH01_07013900
PF3D7_0906500	PocGH01_07014000
PF3D7_0906600	PocGH01_07014100
PF3D7_0906700	PocGH01_07014200
PF3D7_0906890	PocGH01_07014300
PF3D7_0906910	PocGH01_07014400
PF3D7_0907000	PocGH01_07014500
PF3D7_0907200	PocGH01_07014700
PF3D7_0907300	PocGH01_07014800
PF3D7_0907400	PocGH01_07014900
PF3D7_0907500	PocGH01_07015000
PF3D7_0907600	PocGH01_07015100
PF3D7_0907700	PocGH01_07015200
PF3D7_0907800	PocGH01_07015300
PF3D7_0907900	PocGH01_07015400
PF3D7_0908000	PocGH01_07015500
PF3D7_0908100	PocGH01_07015600
PF3D7_0908200	PocGH01_07015700
PF3D7_0908300	PocGH01_07015800
PF3D7_0908400	PocGH01_07015900
PF3D7_0908500	PocGH01_07016000
PF3D7_0908600	PocGH01_07016100
PF3D7_0908700	PocGH01_07016200
PF3D7_0908800	PocGH01_07016300
PF3D7_0908900	PocGH01_07016400
PF3D7_0909000	PocGH01_07016500
PF3D7_0909200	PocGH01_07016700
PF3D7_0909300	PocGH01_07016800
PF3D7_0909400	PocGH01_07016900
PF3D7_0909500	PocGH01_07017000
PF3D7_0909600	PocGH01_07017100
PF3D7_0909700	PocGH01_07017200
PF3D7_0909800	PocGH01_07017300
PF3D7_0909900	PocGH01_07017400
PF3D7_0910100	PocGH01_07017600
PF3D7_0910300	PocGH01_07017800
PF3D7_0910400	PocGH01_07017900
PF3D7_0910500	PocGH01_07018000
PF3D7_0910600	PocGH01_07018100
PF3D7_0910700	PocGH01_07018200
PF3D7_0910900	PocGH01_07018400
PF3D7_0911000	PocGH01_07018500
PF3D7_0911100	PocGH01_07018600
PF3D7_0911200	PocGH01_07018700
PF3D7_0911300	PocGH01_00011600
PF3D7_0911400	PocGH01_07018900
PF3D7_0911500	PocGH01_07019000
PF3D7_0911700	PocGH01_07019200
PF3D7_0911800	PocGH01_07019300
PF3D7_0911900	PocGH01_07019400
PF3D7_0912000	PocGH01_07019500
PF3D7_0912100	PocGH01_07019600
PF3D7_0912200	PocGH01_07019700
PF3D7_0912400	PocGH01_07019800
PF3D7_0912500	PocGH01_07019900
PF3D7_0912600	PocGH01_07020000
PF3D7_0912700	PocGH01_07020100
PF3D7_0912800	PocGH01_07020200
PF3D7_0912900	PocGH01_07020300
PF3D7_0913000	PocGH01_07020400
PF3D7_0913100	PocGH01_07020500
PF3D7_0913150	PocGH01_07020550
PF3D7_0913200	PocGH01_08028900
PF3D7_0913300	PocGH01_07020700
PF3D7_0913400	PocGH01_07020800
PF3D7_0913500	PocGH01_07020900
PF3D7_0913600	PocGH01_07021000
PF3D7_0913700	PocGH01_07021100
PF3D7_0913800	PocGH01_07021200
PF3D7_0913900	PocGH01_07021300
PF3D7_0914000	PocGH01_10020200
PF3D7_0914100	PocGH01_07021500
PF3D7_0914200	PocGH01_07021600
PF3D7_0914300	PocGH01_07021700
PF3D7_0914400	PocGH01_07021800
PF3D7_0914600	PocGH01_07022000
PF3D7_0914700	PocGH01_07022100
PF3D7_0914800	PocGH01_07022200
PF3D7_0914900	PocGH01_07022300
PF3D7_0915000	PocGH01_07022400
PF3D7_0915100	PocGH01_07022500
PF3D7_0915200	PocGH01_07022600
PF3D7_0915300	PocGH01_07022700
PF3D7_0915400	PocGH01_07022800
PF3D7_0915500	PocGH01_07022900
PF3D7_0915600	PocGH01_07023000
PF3D7_0915700	PocGH01_07023100
PF3D7_0915800	PocGH01_07023200
PF3D7_0915900	PocGH01_07023300
PF3D7_0916000	PocGH01_07023400
PF3D7_0916100	PocGH01_07023500
PF3D7_0916200	PocGH01_07023600
PF3D7_0916300	PocGH01_07023700
PF3D7_0916400	PocGH01_07023800
PF3D7_0916500	PocGH01_07023900
PF3D7_0916600	PocGH01_07024000
PF3D7_0916700	PocGH01_07024100
PF3D7_0916800	PocGH01_07024200
PF3D7_0916900	PocGH01_07024300
PF3D7_0917000	PocGH01_07024400
PF3D7_0917100	PocGH01_07024500
PF3D7_0917200	PocGH01_07024600
PF3D7_0917300	PocGH01_07024700
PF3D7_0917500	PocGH01_07024900
PF3D7_0917700	PocGH01_07025100
PF3D7_0917800	PocGH01_07025200
PF3D7_0917900	PocGH01_05021900
PF3D7_0918000	PocGH01_07025400
PF3D7_0918100	PocGH01_07025500
PF3D7_0918300	PocGH01_07025700
PF3D7_0918400	PocGH01_07025800
PF3D7_0918600	PocGH01_07026000
PF3D7_0918800	PocGH01_07026200
PF3D7_0918900	PocGH01_07026300
PF3D7_0919000	PocGH01_07026400
PF3D7_0919100	PocGH01_07026500
PF3D7_0919300	PocGH01_07026700
PF3D7_0919400	PocGH01_07026800
PF3D7_0919500	PocGH01_07026900
PF3D7_0919600	PocGH01_07027000
PF3D7_0919700	PocGH01_07027100
PF3D7_0919800	PocGH01_07027200
PF3D7_0920100	PocGH01_07027500
PF3D7_0920200	PocGH01_07027600
PF3D7_0920300	PocGH01_07027700
PF3D7_0920400	PocGH01_07027800
PF3D7_0920500	PocGH01_07027900
PF3D7_0920600	PocGH01_07028000
PF3D7_0920700	PocGH01_07028100
PF3D7_0920800	PocGH01_07028200
PF3D7_0920900	PocGH01_07028300
PF3D7_0921000	PocGH01_07028400
PF3D7_0921100	PocGH01_07028500
PF3D7_0921200	PocGH01_07028600
PF3D7_0921300	PocGH01_07028700
PF3D7_0921400	PocGH01_07028800
PF3D7_0921500	PocGH01_07028900
PF3D7_0921600	PocGH01_07029000
PF3D7_0921700	PocGH01_07029100
PF3D7_0921800	PocGH01_07029200
PF3D7_0921900	PocGH01_07029300
PF3D7_0922000	PocGH01_07029400
PF3D7_0922200	PocGH01_07029600
PF3D7_0922300	PocGH01_07029700
PF3D7_0922400	PocGH01_07029800
PF3D7_0922500	PocGH01_07029900
PF3D7_0922600	PocGH01_07030000
PF3D7_0922700	PocGH01_07030100
PF3D7_0922900	PocGH01_07030300
PF3D7_0923000	PocGH01_07030400
PF3D7_0923100	PocGH01_07030500
PF3D7_0923200	PocGH01_07030600
PF3D7_0923300	PocGH01_03016100
PF3D7_0923500	PocGH01_02016200
PF3D7_0923600	PocGH01_07031000
PF3D7_0923700	PocGH01_07031100
PF3D7_0923800	PocGH01_07031200
PF3D7_0923900	PocGH01_07031300
PF3D7_0924000	PocGH01_07031400
PF3D7_0924100	PocGH01_07031500
PF3D7_0924200	PocGH01_07031600
PF3D7_0924300	PocGH01_07031700
PF3D7_0924500	PocGH01_07031900
PF3D7_0924700	PocGH01_07032100
PF3D7_0924800	PocGH01_07032200
PF3D7_0924900	PocGH01_07032300
PF3D7_0925000	PocGH01_07032400
PF3D7_0925200	PocGH01_07032600
PF3D7_0925300	PocGH01_07032700
PF3D7_0925400	PocGH01_07032800
PF3D7_0925500	PocGH01_07032900
PF3D7_0925600	PocGH01_07033000
PF3D7_0925700	PocGH01_07033100
PF3D7_0925800	PocGH01_07033200
PF3D7_0925900	PocGH01_07033300
PF3D7_0926000	PocGH01_07033400
PF3D7_0926100	PocGH01_07033500
PF3D7_0926200	PocGH01_07033600
PF3D7_0926300	PocGH01_07033700
PF3D7_0926400	PocGH01_04019800
PF3D7_0926600	PocGH01_07034000
PF3D7_0926700	PocGH01_07034100
PF3D7_0926900	PocGH01_07034300
PF3D7_0927000	PocGH01_07034400
PF3D7_0927100	PocGH01_07034500
PF3D7_0927300	PocGH01_07034700
PF3D7_0927400	PocGH01_07034800
PF3D7_0927500	PocGH01_07034900
PF3D7_0927600	PocGH01_07035000
PF3D7_0927700	PocGH01_07035100
PF3D7_0927800	PocGH01_07035200
PF3D7_0927900	PocGH01_07035300
PF3D7_0928000	PocGH01_07035400
PF3D7_0928150	PocGH01_07035550
PF3D7_0928200	PocGH01_07035700
PF3D7_0928300	PocGH01_07035800
PF3D7_0928400	PocGH01_07035900
PF3D7_0928500	PocGH01_07036000
PF3D7_0928600	PocGH01_07036100
PF3D7_0928700	PocGH01_07036200
PF3D7_0928800	PocGH01_07036300
PF3D7_0928900	PocGH01_07036400
PF3D7_0929000	PocGH01_07036500
PF3D7_0929100	PocGH01_07036600
PF3D7_0929200	PocGH01_07036700
PF3D7_0929300	PocGH01_07036800
PF3D7_0929400	PocGH01_07036900
PF3D7_0929500	PocGH01_07037000
PF3D7_0929600	PocGH01_07037100
PF3D7_0929700	PocGH01_07037200
PF3D7_0929800	PocGH01_07037300
PF3D7_0929900	PocGH01_07037400
PF3D7_0930000	PocGH01_07037500
PF3D7_0930100	PocGH01_07037600
PF3D7_0930200	PocGH01_07037700
PF3D7_0930300	PocGH01_07037900
PF3D7_0930400	PocGH01_07038000
PF3D7_0930500	PocGH01_07038100
PF3D7_0930600	PocGH01_07038200
PF3D7_0930700	PocGH01_07038300
PF3D7_0930800	PocGH01_07038400
PF3D7_0930900	PocGH01_07038600
PF3D7_0931000	PocGH01_07038700
PF3D7_0931100	PocGH01_07038800
PF3D7_0931200	PocGH01_07038900
PF3D7_0931400	PocGH01_07039100
PF3D7_0931500	PocGH01_07039200
PF3D7_0931600	PocGH01_07039300
PF3D7_0931700	PocGH01_07039400
PF3D7_0931800	PocGH01_07039500
PF3D7_0931900	PocGH01_07039600
PF3D7_0932000	PocGH01_07039700
PF3D7_0932100	PocGH01_07039800
PF3D7_0932200	PocGH01_07039900
PF3D7_0932300	PocGH01_07040000
PF3D7_0932400	PocGH01_07040100
PF3D7_0932500	PocGH01_07040200
PF3D7_0932600	PocGH01_12051000
PF3D7_0932700	PocGH01_07040400
PF3D7_0932800	PocGH01_07040500
PF3D7_0932900	PocGH01_07040600
PF3D7_0933000	PocGH01_07040700
PF3D7_0933100	PocGH01_07040800
PF3D7_0933200	PocGH01_07040900
PF3D7_0933300	PocGH01_07041000
PF3D7_0933400	PocGH01_07041100
PF3D7_0933500	PocGH01_07041200
PF3D7_0933600	PocGH01_07041300
PF3D7_0933700	PocGH01_07041400
PF3D7_0933800	PocGH01_07041500
PF3D7_0934000	PocGH01_07041700
PF3D7_0934100	PocGH01_07041800
PF3D7_0934200	PocGH01_07041900
PF3D7_0934300	PocGH01_07042000
PF3D7_0934400	PocGH01_07042100
PF3D7_0934500	PocGH01_07042200
PF3D7_0934600	PocGH01_07042300
PF3D7_0934700	PocGH01_07042400
PF3D7_0934800	PocGH01_07042500
PF3D7_0935000	PocGH01_14015000
PF3D7_0935100	PocGH01_07042800
PF3D7_0935200	PocGH01_07042900
PF3D7_0935300	PocGH01_07043000
PF3D7_0935400	PocGH01_07043100
PF3D7_0935500	PocGH01_07043200
PF3D7_0935700	PocGH01_07043300
PF3D7_0935800	PocGH01_00152200
PF3D7_0936100	PocGH01_00226500
PF3D7_0936200	PocGH01_00207900
PF3D7_0936400	PocGH01_00013300
PF3D7_0936700	PocGH01_05010200
PF3D7_0936800	PocGH01_04010400
PF3D7_0937200	PocGH01_01017600
PF3D7_1001200	PocGH01_14037600
PF3D7_1001600	PocGH01_12033900
PF3D7_1001700	PocGH01_00126000
PF3D7_1001800	PocGH01_00092400
PF3D7_1001900	PocGH01_00163600
PF3D7_1002000	PocGH01_00203500
PF3D7_1002200	PocGH01_00103500
PF3D7_1002300	PocGH01_08010300
PF3D7_1002400	PocGH01_08010400
PF3D7_1002500	PocGH01_08010500
PF3D7_1002700	PocGH01_08010700
PF3D7_1002800	PocGH01_08010800
PF3D7_1002900	PocGH01_08010900
PF3D7_1003000	PocGH01_08011000
PF3D7_1003100	PocGH01_08011100
PF3D7_1003200	PocGH01_08011200
PF3D7_1003300	PocGH01_08011300
PF3D7_1003400	PocGH01_08011400
PF3D7_1003500	PocGH01_08011500
PF3D7_1003600	PocGH01_08011600
PF3D7_1003700	PocGH01_08011700
PF3D7_1003800	PocGH01_08011800
PF3D7_1003900	PocGH01_08011900
PF3D7_1004000	PocGH01_08012000
PF3D7_1004200	PocGH01_08012100
PF3D7_1004300	PocGH01_08012200
PF3D7_1004400	PocGH01_08012300
PF3D7_1004500	PocGH01_08012400
PF3D7_1004700	PocGH01_08012600
PF3D7_1004800	PocGH01_08012700
PF3D7_1004900	PocGH01_08012800
PF3D7_1005000	PocGH01_06027900
PF3D7_1005100	PocGH01_08013000
PF3D7_1005200	PocGH01_08013100
PF3D7_1005300	PocGH01_08013200
PF3D7_1005400	PocGH01_08013300
PF3D7_1005500	PocGH01_08013400
PF3D7_1005600	PocGH01_08013500
PF3D7_1005700	PocGH01_08013600
PF3D7_1005800	PocGH01_08013700
PF3D7_1005900	PocGH01_08013800
PF3D7_1006000	PocGH01_08013900
PF3D7_1006100	PocGH01_08014000
PF3D7_1006200	PocGH01_08014100
PF3D7_1006300	PocGH01_08014200
PF3D7_1006400	PocGH01_08014300
PF3D7_1006600	PocGH01_06028900
PF3D7_1006700	PocGH01_08014600
PF3D7_1006800	PocGH01_08014700
PF3D7_1006900	PocGH01_08014800
PF3D7_1007000	PocGH01_08014900
PF3D7_1007100	PocGH01_08015000
PF3D7_1007200	PocGH01_08015100
PF3D7_1007300	PocGH01_08015200
PF3D7_1007400	PocGH01_08015300
PF3D7_1007500	PocGH01_08015400
PF3D7_1007600	PocGH01_08015500
PF3D7_1007700	PocGH01_08015600
PF3D7_1007800	PocGH01_00136600
PF3D7_1007900	PocGH01_08015800
PF3D7_1008200	PocGH01_08016100
PF3D7_1008400	PocGH01_08016300
PF3D7_1008500	PocGH01_08016400
PF3D7_1008800	PocGH01_00219600
PF3D7_1008900	PocGH01_08017100
PF3D7_1009000	PocGH01_08017200
PF3D7_1009200	PocGH01_08017400
PF3D7_1009300	PocGH01_08017500
PF3D7_1009400	PocGH01_08017600
PF3D7_1009500	PocGH01_08017700
PF3D7_1009700	PocGH01_08017900
PF3D7_1009800	PocGH01_08018000
PF3D7_1009900	PocGH01_08018200
PF3D7_1010000	PocGH01_08018300
PF3D7_1010100	PocGH01_08018400
PF3D7_1010200	PocGH01_08018500
PF3D7_1010300	PocGH01_08018600
PF3D7_1010400	PocGH01_08018700
PF3D7_1010500	PocGH01_08018800
PF3D7_1010600	PocGH01_08018900
PF3D7_1010700	PocGH01_08019000
PF3D7_1010800	PocGH01_08019100
PF3D7_1010900	PocGH01_08019200
PF3D7_1011000	PocGH01_08019300
PF3D7_1011100	PocGH01_08019400
PF3D7_1011200	PocGH01_08019500
PF3D7_1011300	PocGH01_08019600
PF3D7_1011400	PocGH01_08019700
PF3D7_1011500	PocGH01_08019900
PF3D7_1011600	PocGH01_08020000
PF3D7_1011700	PocGH01_08020100
PF3D7_1011800	PocGH01_08020200
PF3D7_1011900	PocGH01_08020300
PF3D7_1012000	PocGH01_08020400
PF3D7_1012100	PocGH01_08020500
PF3D7_1012200	PocGH01_08020600
PF3D7_1012300	PocGH01_08020700
PF3D7_1012400	PocGH01_08020800
PF3D7_1012500	PocGH01_08020900
PF3D7_1012600	PocGH01_08021000
PF3D7_1012700	PocGH01_08021100
PF3D7_1012800	PocGH01_08021200
PF3D7_1012900	PocGH01_08021300
PF3D7_1013000	PocGH01_08021400
PF3D7_1013100	PocGH01_08021500
PF3D7_1013200	PocGH01_08021600
PF3D7_1013300	PocGH01_08021700
PF3D7_1013400	PocGH01_08021800
PF3D7_1013500	PocGH01_08021900
PF3D7_1013700	PocGH01_08022100
PF3D7_1013900	PocGH01_08022300
PF3D7_1014000	PocGH01_08022400
PF3D7_1014100	PocGH01_08022500
PF3D7_1014200	PocGH01_08022600
PF3D7_1014400	PocGH01_08022800
PF3D7_1014500	PocGH01_08022900
PF3D7_1014600	PocGH01_08023000
PF3D7_1014700	PocGH01_08023100
PF3D7_1014800	PocGH01_08023200
PF3D7_1015000	PocGH01_08023400
PF3D7_1015100	PocGH01_08023500
PF3D7_1015200	PocGH01_08023600
PF3D7_1015300	PocGH01_08023700
PF3D7_1015500	PocGH01_08023900
PF3D7_1015600	PocGH01_08024000
PF3D7_1015700	PocGH01_08024100
PF3D7_1015800	PocGH01_08024200
PF3D7_1015900	PocGH01_08024300
PF3D7_1016000	PocGH01_08024400
PF3D7_1016100	PocGH01_08024500
PF3D7_1016200	PocGH01_08024600
PF3D7_1016500	PocGH01_00185400
PF3D7_1016700	PocGH01_00129500
PF3D7_1016800	PocGH01_00185800
PF3D7_1016900	PocGH01_00184000
PF3D7_1017000	PocGH01_06010100
PF3D7_1017100	PocGH01_06010200
PF3D7_1017200	PocGH01_06010300
PF3D7_1017300	PocGH01_06010400
PF3D7_1017400	PocGH01_06010500
PF3D7_1017500	PocGH01_06010600
PF3D7_1017800	PocGH01_06010900
PF3D7_1017900	PocGH01_06011000
PF3D7_1018000	PocGH01_13042300
PF3D7_1018100	PocGH01_06011200
PF3D7_1018300	PocGH01_06011400
PF3D7_1018500	PocGH01_06011600
PF3D7_1018600	PocGH01_06011700
PF3D7_1018700	PocGH01_06011800
PF3D7_1018800	PocGH01_06011900
PF3D7_1018900	PocGH01_06012000
PF3D7_1019200	PocGH01_06012300
PF3D7_1019400	PocGH01_06012500
PF3D7_1019500	PocGH01_06012600
PF3D7_1019700	PocGH01_04016200
PF3D7_1019800	PocGH01_06012900
PF3D7_1019900	PocGH01_06013000
PF3D7_1020000	PocGH01_06013100
PF3D7_1020100	PocGH01_06013200
PF3D7_1020200	PocGH01_06013300
PF3D7_1020300	PocGH01_06013400
PF3D7_1020400	PocGH01_06013500
PF3D7_1020500	PocGH01_06013600
PF3D7_1020600	PocGH01_06013700
PF3D7_1020700	PocGH01_06013800
PF3D7_1020800	PocGH01_06013900
PF3D7_1020900	PocGH01_06014000
PF3D7_1021000	PocGH01_06014100
PF3D7_1021100	PocGH01_06014200
PF3D7_1021200	PocGH01_06014300
PF3D7_1021300	PocGH01_06014400
PF3D7_1021400	PocGH01_06014500
PF3D7_1021500	PocGH01_06014600
PF3D7_1021600	PocGH01_06014700
PF3D7_1021700	PocGH01_06014800
PF3D7_1021900	PocGH01_00167500
PF3D7_1022100	PocGH01_06015200
PF3D7_1022200	PocGH01_06015300
PF3D7_1022300	PocGH01_06015400
PF3D7_1022400	PocGH01_06015500
PF3D7_1022500	PocGH01_06015600
PF3D7_1022600	PocGH01_06015700
PF3D7_1022700	PocGH01_06015800
PF3D7_1022800	PocGH01_06015900
PF3D7_1022900	PocGH01_06016000
PF3D7_1023000	PocGH01_06016100
PF3D7_1023200	PocGH01_10028800
PF3D7_1023300	PocGH01_06016400
PF3D7_1023400	PocGH01_06016500
PF3D7_1023500	PocGH01_06016600
PF3D7_1023600	PocGH01_06016700
PF3D7_1023700	PocGH01_06016800
PF3D7_1023900	PocGH01_06017000
PF3D7_1024000	PocGH01_06017100
PF3D7_1024200	PocGH01_06017300
PF3D7_1024300	PocGH01_06017400
PF3D7_1024400	PocGH01_06017500
PF3D7_1024500	PocGH01_06017600
PF3D7_1024600	PocGH01_06017700
PF3D7_1024700	PocGH01_06017800
PF3D7_1024800	PocGH01_06017900
PF3D7_1024900	PocGH01_06018000
PF3D7_1025000	PocGH01_06018100
PF3D7_1025100	PocGH01_06018200
PF3D7_1025300	PocGH01_06018400
PF3D7_1025400	PocGH01_14030200
PF3D7_1025500	PocGH01_06018600
PF3D7_1025600	PocGH01_06018700
PF3D7_1025700	PocGH01_06018800
PF3D7_1025800	PocGH01_06018900
PF3D7_1026100	PocGH01_06019200
PF3D7_1026200	PocGH01_06019300
PF3D7_1026400	PocGH01_06019500
PF3D7_1026500	PocGH01_06019600
PF3D7_1026800	PocGH01_06019800
PF3D7_1026900	PocGH01_06019900
PF3D7_1027200	PocGH01_06020200
PF3D7_1027300	PocGH01_06020300
PF3D7_1027400	PocGH01_06020400
PF3D7_1027500	PocGH01_06020500
PF3D7_1027600	PocGH01_14043200
PF3D7_1027700	PocGH01_06020700
PF3D7_1027800	PocGH01_06020800
PF3D7_1027900	PocGH01_06020900
PF3D7_1028000	PocGH01_06021000
PF3D7_1028100	PocGH01_06021100
PF3D7_1028200	PocGH01_06021200
PF3D7_1028300	PocGH01_06021300
PF3D7_1028400	PocGH01_06021400
PF3D7_1028600	PocGH01_06021600
PF3D7_1028700	PocGH01_06021700
PF3D7_1028800	PocGH01_06021800
PF3D7_1028900	PocGH01_06021900
PF3D7_1029100	PocGH01_06022100
PF3D7_1029200	PocGH01_06022200
PF3D7_1029300	PocGH01_06022300
PF3D7_1029400	PocGH01_06022400
